time_key,time_label_24,time_label_12,time_interval_15min,time_interval_30min,time_interval_60min,label_hh,label_hh24,label_15min_24,label_30min_24,label_60min_24,label_15min_12,label_30min_12,label_60min_12,minute_after_hour
226,03:46,03:46 AM,15,7,3,03 AM,03,03:45,03:30,03:00,03:45 AM,03:30 AM,03:00 AM,46
227,03:47,03:47 AM,15,7,3,03 AM,03,03:45,03:30,03:00,03:45 AM,03:30 AM,03:00 AM,47
228,03:48,03:48 AM,15,7,3,03 AM,03,03:45,03:30,03:00,03:45 AM,03:30 AM,03:00 AM,48
229,03:49,03:49 AM,15,7,3,03 AM,03,03:45,03:30,03:00,03:45 AM,03:30 AM,03:00 AM,49
230,03:50,03:50 AM,15,7,3,03 AM,03,03:45,03:30,03:00,03:45 AM,03:30 AM,03:00 AM,50
231,03:51,03:51 AM,15,7,3,03 AM,03,03:45,03:30,03:00,03:45 AM,03:30 AM,03:00 AM,51
232,03:52,03:52 AM,15,7,3,03 AM,03,03:45,03:30,03:00,03:45 AM,03:30 AM,03:00 AM,52
233,03:53,03:53 AM,15,7,3,03 AM,03,03:45,03:30,03:00,03:45 AM,03:30 AM,03:00 AM,53
234,03:54,03:54 AM,15,7,3,03 AM,03,03:45,03:30,03:00,03:45 AM,03:30 AM,03:00 AM,54
235,03:55,03:55 AM,15,7,3,03 AM,03,03:45,03:30,03:00,03:45 AM,03:30 AM,03:00 AM,55
236,03:56,03:56 AM,15,7,3,03 AM,03,03:45,03:30,03:00,03:45 AM,03:30 AM,03:00 AM,56
237,03:57,03:57 AM,15,7,3,03 AM,03,03:45,03:30,03:00,03:45 AM,03:30 AM,03:00 AM,57
238,03:58,03:58 AM,15,7,3,03 AM,03,03:45,03:30,03:00,03:45 AM,03:30 AM,03:00 AM,58
239,03:59,03:59 AM,15,7,3,03 AM,03,03:45,03:30,03:00,03:45 AM,03:30 AM,03:00 AM,59
240,04:00,04:00 AM,16,8,4,04 AM,04,04:00,04:00,04:00,04:00 AM,04:00 AM,04:00 AM,0
241,04:01,04:01 AM,16,8,4,04 AM,04,04:00,04:00,04:00,04:00 AM,04:00 AM,04:00 AM,1
242,04:02,04:02 AM,16,8,4,04 AM,04,04:00,04:00,04:00,04:00 AM,04:00 AM,04:00 AM,2
243,04:03,04:03 AM,16,8,4,04 AM,04,04:00,04:00,04:00,04:00 AM,04:00 AM,04:00 AM,3
244,04:04,04:04 AM,16,8,4,04 AM,04,04:00,04:00,04:00,04:00 AM,04:00 AM,04:00 AM,4
245,04:05,04:05 AM,16,8,4,04 AM,04,04:00,04:00,04:00,04:00 AM,04:00 AM,04:00 AM,5
246,04:06,04:06 AM,16,8,4,04 AM,04,04:00,04:00,04:00,04:00 AM,04:00 AM,04:00 AM,6
247,04:07,04:07 AM,16,8,4,04 AM,04,04:00,04:00,04:00,04:00 AM,04:00 AM,04:00 AM,7
248,04:08,04:08 AM,16,8,4,04 AM,04,04:00,04:00,04:00,04:00 AM,04:00 AM,04:00 AM,8
249,04:09,04:09 AM,16,8,4,04 AM,04,04:00,04:00,04:00,04:00 AM,04:00 AM,04:00 AM,9
250,04:10,04:10 AM,16,8,4,04 AM,04,04:00,04:00,04:00,04:00 AM,04:00 AM,04:00 AM,10
251,04:11,04:11 AM,16,8,4,04 AM,04,04:00,04:00,04:00,04:00 AM,04:00 AM,04:00 AM,11
252,04:12,04:12 AM,16,8,4,04 AM,04,04:00,04:00,04:00,04:00 AM,04:00 AM,04:00 AM,12
253,04:13,04:13 AM,16,8,4,04 AM,04,04:00,04:00,04:00,04:00 AM,04:00 AM,04:00 AM,13
254,04:14,04:14 AM,16,8,4,04 AM,04,04:00,04:00,04:00,04:00 AM,04:00 AM,04:00 AM,14
255,04:15,04:15 AM,17,8,4,04 AM,04,04:15,04:00,04:00,04:15 AM,04:00 AM,04:00 AM,15
256,04:16,04:16 AM,17,8,4,04 AM,04,04:15,04:00,04:00,04:15 AM,04:00 AM,04:00 AM,16
257,04:17,04:17 AM,17,8,4,04 AM,04,04:15,04:00,04:00,04:15 AM,04:00 AM,04:00 AM,17
258,04:18,04:18 AM,17,8,4,04 AM,04,04:15,04:00,04:00,04:15 AM,04:00 AM,04:00 AM,18
259,04:19,04:19 AM,17,8,4,04 AM,04,04:15,04:00,04:00,04:15 AM,04:00 AM,04:00 AM,19
260,04:20,04:20 AM,17,8,4,04 AM,04,04:15,04:00,04:00,04:15 AM,04:00 AM,04:00 AM,20
261,04:21,04:21 AM,17,8,4,04 AM,04,04:15,04:00,04:00,04:15 AM,04:00 AM,04:00 AM,21
262,04:22,04:22 AM,17,8,4,04 AM,04,04:15,04:00,04:00,04:15 AM,04:00 AM,04:00 AM,22
263,04:23,04:23 AM,17,8,4,04 AM,04,04:15,04:00,04:00,04:15 AM,04:00 AM,04:00 AM,23
264,04:24,04:24 AM,17,8,4,04 AM,04,04:15,04:00,04:00,04:15 AM,04:00 AM,04:00 AM,24
265,04:25,04:25 AM,17,8,4,04 AM,04,04:15,04:00,04:00,04:15 AM,04:00 AM,04:00 AM,25
266,04:26,04:26 AM,17,8,4,04 AM,04,04:15,04:00,04:00,04:15 AM,04:00 AM,04:00 AM,26
267,04:27,04:27 AM,17,8,4,04 AM,04,04:15,04:00,04:00,04:15 AM,04:00 AM,04:00 AM,27
268,04:28,04:28 AM,17,8,4,04 AM,04,04:15,04:00,04:00,04:15 AM,04:00 AM,04:00 AM,28
269,04:29,04:29 AM,17,8,4,04 AM,04,04:15,04:00,04:00,04:15 AM,04:00 AM,04:00 AM,29
270,04:30,04:30 AM,18,9,4,04 AM,04,04:30,04:30,04:00,04:30 AM,04:30 AM,04:00 AM,30
271,04:31,04:31 AM,18,9,4,04 AM,04,04:30,04:30,04:00,04:30 AM,04:30 AM,04:00 AM,31
272,04:32,04:32 AM,18,9,4,04 AM,04,04:30,04:30,04:00,04:30 AM,04:30 AM,04:00 AM,32
273,04:33,04:33 AM,18,9,4,04 AM,04,04:30,04:30,04:00,04:30 AM,04:30 AM,04:00 AM,33
274,04:34,04:34 AM,18,9,4,04 AM,04,04:30,04:30,04:00,04:30 AM,04:30 AM,04:00 AM,34
275,04:35,04:35 AM,18,9,4,04 AM,04,04:30,04:30,04:00,04:30 AM,04:30 AM,04:00 AM,35
276,04:36,04:36 AM,18,9,4,04 AM,04,04:30,04:30,04:00,04:30 AM,04:30 AM,04:00 AM,36
277,04:37,04:37 AM,18,9,4,04 AM,04,04:30,04:30,04:00,04:30 AM,04:30 AM,04:00 AM,37
278,04:38,04:38 AM,18,9,4,04 AM,04,04:30,04:30,04:00,04:30 AM,04:30 AM,04:00 AM,38
279,04:39,04:39 AM,18,9,4,04 AM,04,04:30,04:30,04:00,04:30 AM,04:30 AM,04:00 AM,39
280,04:40,04:40 AM,18,9,4,04 AM,04,04:30,04:30,04:00,04:30 AM,04:30 AM,04:00 AM,40
281,04:41,04:41 AM,18,9,4,04 AM,04,04:30,04:30,04:00,04:30 AM,04:30 AM,04:00 AM,41
282,04:42,04:42 AM,18,9,4,04 AM,04,04:30,04:30,04:00,04:30 AM,04:30 AM,04:00 AM,42
283,04:43,04:43 AM,18,9,4,04 AM,04,04:30,04:30,04:00,04:30 AM,04:30 AM,04:00 AM,43
284,04:44,04:44 AM,18,9,4,04 AM,04,04:30,04:30,04:00,04:30 AM,04:30 AM,04:00 AM,44
285,04:45,04:45 AM,19,9,4,04 AM,04,04:45,04:30,04:00,04:45 AM,04:30 AM,04:00 AM,45
286,04:46,04:46 AM,19,9,4,04 AM,04,04:45,04:30,04:00,04:45 AM,04:30 AM,04:00 AM,46
287,04:47,04:47 AM,19,9,4,04 AM,04,04:45,04:30,04:00,04:45 AM,04:30 AM,04:00 AM,47
288,04:48,04:48 AM,19,9,4,04 AM,04,04:45,04:30,04:00,04:45 AM,04:30 AM,04:00 AM,48
289,04:49,04:49 AM,19,9,4,04 AM,04,04:45,04:30,04:00,04:45 AM,04:30 AM,04:00 AM,49
290,04:50,04:50 AM,19,9,4,04 AM,04,04:45,04:30,04:00,04:45 AM,04:30 AM,04:00 AM,50
291,04:51,04:51 AM,19,9,4,04 AM,04,04:45,04:30,04:00,04:45 AM,04:30 AM,04:00 AM,51
292,04:52,04:52 AM,19,9,4,04 AM,04,04:45,04:30,04:00,04:45 AM,04:30 AM,04:00 AM,52
293,04:53,04:53 AM,19,9,4,04 AM,04,04:45,04:30,04:00,04:45 AM,04:30 AM,04:00 AM,53
294,04:54,04:54 AM,19,9,4,04 AM,04,04:45,04:30,04:00,04:45 AM,04:30 AM,04:00 AM,54
295,04:55,04:55 AM,19,9,4,04 AM,04,04:45,04:30,04:00,04:45 AM,04:30 AM,04:00 AM,55
296,04:56,04:56 AM,19,9,4,04 AM,04,04:45,04:30,04:00,04:45 AM,04:30 AM,04:00 AM,56
297,04:57,04:57 AM,19,9,4,04 AM,04,04:45,04:30,04:00,04:45 AM,04:30 AM,04:00 AM,57
298,04:58,04:58 AM,19,9,4,04 AM,04,04:45,04:30,04:00,04:45 AM,04:30 AM,04:00 AM,58
299,04:59,04:59 AM,19,9,4,04 AM,04,04:45,04:30,04:00,04:45 AM,04:30 AM,04:00 AM,59
300,05:00,05:00 AM,20,10,5,05 AM,05,05:00,05:00,05:00,05:00 AM,05:00 AM,05:00 AM,0
301,05:01,05:01 AM,20,10,5,05 AM,05,05:00,05:00,05:00,05:00 AM,05:00 AM,05:00 AM,1
302,05:02,05:02 AM,20,10,5,05 AM,05,05:00,05:00,05:00,05:00 AM,05:00 AM,05:00 AM,2
303,05:03,05:03 AM,20,10,5,05 AM,05,05:00,05:00,05:00,05:00 AM,05:00 AM,05:00 AM,3
304,05:04,05:04 AM,20,10,5,05 AM,05,05:00,05:00,05:00,05:00 AM,05:00 AM,05:00 AM,4
305,05:05,05:05 AM,20,10,5,05 AM,05,05:00,05:00,05:00,05:00 AM,05:00 AM,05:00 AM,5
306,05:06,05:06 AM,20,10,5,05 AM,05,05:00,05:00,05:00,05:00 AM,05:00 AM,05:00 AM,6
307,05:07,05:07 AM,20,10,5,05 AM,05,05:00,05:00,05:00,05:00 AM,05:00 AM,05:00 AM,7
308,05:08,05:08 AM,20,10,5,05 AM,05,05:00,05:00,05:00,05:00 AM,05:00 AM,05:00 AM,8
309,05:09,05:09 AM,20,10,5,05 AM,05,05:00,05:00,05:00,05:00 AM,05:00 AM,05:00 AM,9
310,05:10,05:10 AM,20,10,5,05 AM,05,05:00,05:00,05:00,05:00 AM,05:00 AM,05:00 AM,10
311,05:11,05:11 AM,20,10,5,05 AM,05,05:00,05:00,05:00,05:00 AM,05:00 AM,05:00 AM,11
312,05:12,05:12 AM,20,10,5,05 AM,05,05:00,05:00,05:00,05:00 AM,05:00 AM,05:00 AM,12
313,05:13,05:13 AM,20,10,5,05 AM,05,05:00,05:00,05:00,05:00 AM,05:00 AM,05:00 AM,13
314,05:14,05:14 AM,20,10,5,05 AM,05,05:00,05:00,05:00,05:00 AM,05:00 AM,05:00 AM,14
315,05:15,05:15 AM,21,10,5,05 AM,05,05:15,05:00,05:00,05:15 AM,05:00 AM,05:00 AM,15
316,05:16,05:16 AM,21,10,5,05 AM,05,05:15,05:00,05:00,05:15 AM,05:00 AM,05:00 AM,16
317,05:17,05:17 AM,21,10,5,05 AM,05,05:15,05:00,05:00,05:15 AM,05:00 AM,05:00 AM,17
318,05:18,05:18 AM,21,10,5,05 AM,05,05:15,05:00,05:00,05:15 AM,05:00 AM,05:00 AM,18
319,05:19,05:19 AM,21,10,5,05 AM,05,05:15,05:00,05:00,05:15 AM,05:00 AM,05:00 AM,19
320,05:20,05:20 AM,21,10,5,05 AM,05,05:15,05:00,05:00,05:15 AM,05:00 AM,05:00 AM,20
321,05:21,05:21 AM,21,10,5,05 AM,05,05:15,05:00,05:00,05:15 AM,05:00 AM,05:00 AM,21
322,05:22,05:22 AM,21,10,5,05 AM,05,05:15,05:00,05:00,05:15 AM,05:00 AM,05:00 AM,22
323,05:23,05:23 AM,21,10,5,05 AM,05,05:15,05:00,05:00,05:15 AM,05:00 AM,05:00 AM,23
324,05:24,05:24 AM,21,10,5,05 AM,05,05:15,05:00,05:00,05:15 AM,05:00 AM,05:00 AM,24
325,05:25,05:25 AM,21,10,5,05 AM,05,05:15,05:00,05:00,05:15 AM,05:00 AM,05:00 AM,25
326,05:26,05:26 AM,21,10,5,05 AM,05,05:15,05:00,05:00,05:15 AM,05:00 AM,05:00 AM,26
327,05:27,05:27 AM,21,10,5,05 AM,05,05:15,05:00,05:00,05:15 AM,05:00 AM,05:00 AM,27
328,05:28,05:28 AM,21,10,5,05 AM,05,05:15,05:00,05:00,05:15 AM,05:00 AM,05:00 AM,28
329,05:29,05:29 AM,21,10,5,05 AM,05,05:15,05:00,05:00,05:15 AM,05:00 AM,05:00 AM,29
330,05:30,05:30 AM,22,11,5,05 AM,05,05:30,05:30,05:00,05:30 AM,05:30 AM,05:00 AM,30
331,05:31,05:31 AM,22,11,5,05 AM,05,05:30,05:30,05:00,05:30 AM,05:30 AM,05:00 AM,31
332,05:32,05:32 AM,22,11,5,05 AM,05,05:30,05:30,05:00,05:30 AM,05:30 AM,05:00 AM,32
333,05:33,05:33 AM,22,11,5,05 AM,05,05:30,05:30,05:00,05:30 AM,05:30 AM,05:00 AM,33
334,05:34,05:34 AM,22,11,5,05 AM,05,05:30,05:30,05:00,05:30 AM,05:30 AM,05:00 AM,34
335,05:35,05:35 AM,22,11,5,05 AM,05,05:30,05:30,05:00,05:30 AM,05:30 AM,05:00 AM,35
336,05:36,05:36 AM,22,11,5,05 AM,05,05:30,05:30,05:00,05:30 AM,05:30 AM,05:00 AM,36
337,05:37,05:37 AM,22,11,5,05 AM,05,05:30,05:30,05:00,05:30 AM,05:30 AM,05:00 AM,37
338,05:38,05:38 AM,22,11,5,05 AM,05,05:30,05:30,05:00,05:30 AM,05:30 AM,05:00 AM,38
339,05:39,05:39 AM,22,11,5,05 AM,05,05:30,05:30,05:00,05:30 AM,05:30 AM,05:00 AM,39
340,05:40,05:40 AM,22,11,5,05 AM,05,05:30,05:30,05:00,05:30 AM,05:30 AM,05:00 AM,40
341,05:41,05:41 AM,22,11,5,05 AM,05,05:30,05:30,05:00,05:30 AM,05:30 AM,05:00 AM,41
342,05:42,05:42 AM,22,11,5,05 AM,05,05:30,05:30,05:00,05:30 AM,05:30 AM,05:00 AM,42
343,05:43,05:43 AM,22,11,5,05 AM,05,05:30,05:30,05:00,05:30 AM,05:30 AM,05:00 AM,43
344,05:44,05:44 AM,22,11,5,05 AM,05,05:30,05:30,05:00,05:30 AM,05:30 AM,05:00 AM,44
345,05:45,05:45 AM,23,11,5,05 AM,05,05:45,05:30,05:00,05:45 AM,05:30 AM,05:00 AM,45
346,05:46,05:46 AM,23,11,5,05 AM,05,05:45,05:30,05:00,05:45 AM,05:30 AM,05:00 AM,46
347,05:47,05:47 AM,23,11,5,05 AM,05,05:45,05:30,05:00,05:45 AM,05:30 AM,05:00 AM,47
348,05:48,05:48 AM,23,11,5,05 AM,05,05:45,05:30,05:00,05:45 AM,05:30 AM,05:00 AM,48
349,05:49,05:49 AM,23,11,5,05 AM,05,05:45,05:30,05:00,05:45 AM,05:30 AM,05:00 AM,49
350,05:50,05:50 AM,23,11,5,05 AM,05,05:45,05:30,05:00,05:45 AM,05:30 AM,05:00 AM,50
351,05:51,05:51 AM,23,11,5,05 AM,05,05:45,05:30,05:00,05:45 AM,05:30 AM,05:00 AM,51
352,05:52,05:52 AM,23,11,5,05 AM,05,05:45,05:30,05:00,05:45 AM,05:30 AM,05:00 AM,52
353,05:53,05:53 AM,23,11,5,05 AM,05,05:45,05:30,05:00,05:45 AM,05:30 AM,05:00 AM,53
354,05:54,05:54 AM,23,11,5,05 AM,05,05:45,05:30,05:00,05:45 AM,05:30 AM,05:00 AM,54
355,05:55,05:55 AM,23,11,5,05 AM,05,05:45,05:30,05:00,05:45 AM,05:30 AM,05:00 AM,55
356,05:56,05:56 AM,23,11,5,05 AM,05,05:45,05:30,05:00,05:45 AM,05:30 AM,05:00 AM,56
357,05:57,05:57 AM,23,11,5,05 AM,05,05:45,05:30,05:00,05:45 AM,05:30 AM,05:00 AM,57
358,05:58,05:58 AM,23,11,5,05 AM,05,05:45,05:30,05:00,05:45 AM,05:30 AM,05:00 AM,58
359,05:59,05:59 AM,23,11,5,05 AM,05,05:45,05:30,05:00,05:45 AM,05:30 AM,05:00 AM,59
360,06:00,06:00 AM,24,12,6,06 AM,06,06:00,06:00,06:00,06:00 AM,06:00 AM,06:00 AM,0
361,06:01,06:01 AM,24,12,6,06 AM,06,06:00,06:00,06:00,06:00 AM,06:00 AM,06:00 AM,1
362,06:02,06:02 AM,24,12,6,06 AM,06,06:00,06:00,06:00,06:00 AM,06:00 AM,06:00 AM,2
363,06:03,06:03 AM,24,12,6,06 AM,06,06:00,06:00,06:00,06:00 AM,06:00 AM,06:00 AM,3
364,06:04,06:04 AM,24,12,6,06 AM,06,06:00,06:00,06:00,06:00 AM,06:00 AM,06:00 AM,4
365,06:05,06:05 AM,24,12,6,06 AM,06,06:00,06:00,06:00,06:00 AM,06:00 AM,06:00 AM,5
366,06:06,06:06 AM,24,12,6,06 AM,06,06:00,06:00,06:00,06:00 AM,06:00 AM,06:00 AM,6
367,06:07,06:07 AM,24,12,6,06 AM,06,06:00,06:00,06:00,06:00 AM,06:00 AM,06:00 AM,7
368,06:08,06:08 AM,24,12,6,06 AM,06,06:00,06:00,06:00,06:00 AM,06:00 AM,06:00 AM,8
369,06:09,06:09 AM,24,12,6,06 AM,06,06:00,06:00,06:00,06:00 AM,06:00 AM,06:00 AM,9
370,06:10,06:10 AM,24,12,6,06 AM,06,06:00,06:00,06:00,06:00 AM,06:00 AM,06:00 AM,10
371,06:11,06:11 AM,24,12,6,06 AM,06,06:00,06:00,06:00,06:00 AM,06:00 AM,06:00 AM,11
372,06:12,06:12 AM,24,12,6,06 AM,06,06:00,06:00,06:00,06:00 AM,06:00 AM,06:00 AM,12
373,06:13,06:13 AM,24,12,6,06 AM,06,06:00,06:00,06:00,06:00 AM,06:00 AM,06:00 AM,13
374,06:14,06:14 AM,24,12,6,06 AM,06,06:00,06:00,06:00,06:00 AM,06:00 AM,06:00 AM,14
375,06:15,06:15 AM,25,12,6,06 AM,06,06:15,06:00,06:00,06:15 AM,06:00 AM,06:00 AM,15
376,06:16,06:16 AM,25,12,6,06 AM,06,06:15,06:00,06:00,06:15 AM,06:00 AM,06:00 AM,16
377,06:17,06:17 AM,25,12,6,06 AM,06,06:15,06:00,06:00,06:15 AM,06:00 AM,06:00 AM,17
378,06:18,06:18 AM,25,12,6,06 AM,06,06:15,06:00,06:00,06:15 AM,06:00 AM,06:00 AM,18
379,06:19,06:19 AM,25,12,6,06 AM,06,06:15,06:00,06:00,06:15 AM,06:00 AM,06:00 AM,19
380,06:20,06:20 AM,25,12,6,06 AM,06,06:15,06:00,06:00,06:15 AM,06:00 AM,06:00 AM,20
381,06:21,06:21 AM,25,12,6,06 AM,06,06:15,06:00,06:00,06:15 AM,06:00 AM,06:00 AM,21
382,06:22,06:22 AM,25,12,6,06 AM,06,06:15,06:00,06:00,06:15 AM,06:00 AM,06:00 AM,22
383,06:23,06:23 AM,25,12,6,06 AM,06,06:15,06:00,06:00,06:15 AM,06:00 AM,06:00 AM,23
384,06:24,06:24 AM,25,12,6,06 AM,06,06:15,06:00,06:00,06:15 AM,06:00 AM,06:00 AM,24
385,06:25,06:25 AM,25,12,6,06 AM,06,06:15,06:00,06:00,06:15 AM,06:00 AM,06:00 AM,25
386,06:26,06:26 AM,25,12,6,06 AM,06,06:15,06:00,06:00,06:15 AM,06:00 AM,06:00 AM,26
387,06:27,06:27 AM,25,12,6,06 AM,06,06:15,06:00,06:00,06:15 AM,06:00 AM,06:00 AM,27
388,06:28,06:28 AM,25,12,6,06 AM,06,06:15,06:00,06:00,06:15 AM,06:00 AM,06:00 AM,28
389,06:29,06:29 AM,25,12,6,06 AM,06,06:15,06:00,06:00,06:15 AM,06:00 AM,06:00 AM,29
390,06:30,06:30 AM,26,13,6,06 AM,06,06:30,06:30,06:00,06:30 AM,06:30 AM,06:00 AM,30
391,06:31,06:31 AM,26,13,6,06 AM,06,06:30,06:30,06:00,06:30 AM,06:30 AM,06:00 AM,31
392,06:32,06:32 AM,26,13,6,06 AM,06,06:30,06:30,06:00,06:30 AM,06:30 AM,06:00 AM,32
393,06:33,06:33 AM,26,13,6,06 AM,06,06:30,06:30,06:00,06:30 AM,06:30 AM,06:00 AM,33
394,06:34,06:34 AM,26,13,6,06 AM,06,06:30,06:30,06:00,06:30 AM,06:30 AM,06:00 AM,34
395,06:35,06:35 AM,26,13,6,06 AM,06,06:30,06:30,06:00,06:30 AM,06:30 AM,06:00 AM,35
396,06:36,06:36 AM,26,13,6,06 AM,06,06:30,06:30,06:00,06:30 AM,06:30 AM,06:00 AM,36
397,06:37,06:37 AM,26,13,6,06 AM,06,06:30,06:30,06:00,06:30 AM,06:30 AM,06:00 AM,37
398,06:38,06:38 AM,26,13,6,06 AM,06,06:30,06:30,06:00,06:30 AM,06:30 AM,06:00 AM,38
399,06:39,06:39 AM,26,13,6,06 AM,06,06:30,06:30,06:00,06:30 AM,06:30 AM,06:00 AM,39
400,06:40,06:40 AM,26,13,6,06 AM,06,06:30,06:30,06:00,06:30 AM,06:30 AM,06:00 AM,40
401,06:41,06:41 AM,26,13,6,06 AM,06,06:30,06:30,06:00,06:30 AM,06:30 AM,06:00 AM,41
402,06:42,06:42 AM,26,13,6,06 AM,06,06:30,06:30,06:00,06:30 AM,06:30 AM,06:00 AM,42
403,06:43,06:43 AM,26,13,6,06 AM,06,06:30,06:30,06:00,06:30 AM,06:30 AM,06:00 AM,43
404,06:44,06:44 AM,26,13,6,06 AM,06,06:30,06:30,06:00,06:30 AM,06:30 AM,06:00 AM,44
405,06:45,06:45 AM,27,13,6,06 AM,06,06:45,06:30,06:00,06:45 AM,06:30 AM,06:00 AM,45
406,06:46,06:46 AM,27,13,6,06 AM,06,06:45,06:30,06:00,06:45 AM,06:30 AM,06:00 AM,46
407,06:47,06:47 AM,27,13,6,06 AM,06,06:45,06:30,06:00,06:45 AM,06:30 AM,06:00 AM,47
408,06:48,06:48 AM,27,13,6,06 AM,06,06:45,06:30,06:00,06:45 AM,06:30 AM,06:00 AM,48
409,06:49,06:49 AM,27,13,6,06 AM,06,06:45,06:30,06:00,06:45 AM,06:30 AM,06:00 AM,49
410,06:50,06:50 AM,27,13,6,06 AM,06,06:45,06:30,06:00,06:45 AM,06:30 AM,06:00 AM,50
411,06:51,06:51 AM,27,13,6,06 AM,06,06:45,06:30,06:00,06:45 AM,06:30 AM,06:00 AM,51
412,06:52,06:52 AM,27,13,6,06 AM,06,06:45,06:30,06:00,06:45 AM,06:30 AM,06:00 AM,52
413,06:53,06:53 AM,27,13,6,06 AM,06,06:45,06:30,06:00,06:45 AM,06:30 AM,06:00 AM,53
414,06:54,06:54 AM,27,13,6,06 AM,06,06:45,06:30,06:00,06:45 AM,06:30 AM,06:00 AM,54
415,06:55,06:55 AM,27,13,6,06 AM,06,06:45,06:30,06:00,06:45 AM,06:30 AM,06:00 AM,55
416,06:56,06:56 AM,27,13,6,06 AM,06,06:45,06:30,06:00,06:45 AM,06:30 AM,06:00 AM,56
417,06:57,06:57 AM,27,13,6,06 AM,06,06:45,06:30,06:00,06:45 AM,06:30 AM,06:00 AM,57
418,06:58,06:58 AM,27,13,6,06 AM,06,06:45,06:30,06:00,06:45 AM,06:30 AM,06:00 AM,58
419,06:59,06:59 AM,27,13,6,06 AM,06,06:45,06:30,06:00,06:45 AM,06:30 AM,06:00 AM,59
420,07:00,07:00 AM,28,14,7,07 AM,07,07:00,07:00,07:00,07:00 AM,07:00 AM,07:00 AM,0
421,07:01,07:01 AM,28,14,7,07 AM,07,07:00,07:00,07:00,07:00 AM,07:00 AM,07:00 AM,1
422,07:02,07:02 AM,28,14,7,07 AM,07,07:00,07:00,07:00,07:00 AM,07:00 AM,07:00 AM,2
423,07:03,07:03 AM,28,14,7,07 AM,07,07:00,07:00,07:00,07:00 AM,07:00 AM,07:00 AM,3
424,07:04,07:04 AM,28,14,7,07 AM,07,07:00,07:00,07:00,07:00 AM,07:00 AM,07:00 AM,4
425,07:05,07:05 AM,28,14,7,07 AM,07,07:00,07:00,07:00,07:00 AM,07:00 AM,07:00 AM,5
426,07:06,07:06 AM,28,14,7,07 AM,07,07:00,07:00,07:00,07:00 AM,07:00 AM,07:00 AM,6
427,07:07,07:07 AM,28,14,7,07 AM,07,07:00,07:00,07:00,07:00 AM,07:00 AM,07:00 AM,7
428,07:08,07:08 AM,28,14,7,07 AM,07,07:00,07:00,07:00,07:00 AM,07:00 AM,07:00 AM,8
429,07:09,07:09 AM,28,14,7,07 AM,07,07:00,07:00,07:00,07:00 AM,07:00 AM,07:00 AM,9
430,07:10,07:10 AM,28,14,7,07 AM,07,07:00,07:00,07:00,07:00 AM,07:00 AM,07:00 AM,10
431,07:11,07:11 AM,28,14,7,07 AM,07,07:00,07:00,07:00,07:00 AM,07:00 AM,07:00 AM,11
432,07:12,07:12 AM,28,14,7,07 AM,07,07:00,07:00,07:00,07:00 AM,07:00 AM,07:00 AM,12
433,07:13,07:13 AM,28,14,7,07 AM,07,07:00,07:00,07:00,07:00 AM,07:00 AM,07:00 AM,13
434,07:14,07:14 AM,28,14,7,07 AM,07,07:00,07:00,07:00,07:00 AM,07:00 AM,07:00 AM,14
435,07:15,07:15 AM,29,14,7,07 AM,07,07:15,07:00,07:00,07:15 AM,07:00 AM,07:00 AM,15
436,07:16,07:16 AM,29,14,7,07 AM,07,07:15,07:00,07:00,07:15 AM,07:00 AM,07:00 AM,16
437,07:17,07:17 AM,29,14,7,07 AM,07,07:15,07:00,07:00,07:15 AM,07:00 AM,07:00 AM,17
438,07:18,07:18 AM,29,14,7,07 AM,07,07:15,07:00,07:00,07:15 AM,07:00 AM,07:00 AM,18
439,07:19,07:19 AM,29,14,7,07 AM,07,07:15,07:00,07:00,07:15 AM,07:00 AM,07:00 AM,19
440,07:20,07:20 AM,29,14,7,07 AM,07,07:15,07:00,07:00,07:15 AM,07:00 AM,07:00 AM,20
441,07:21,07:21 AM,29,14,7,07 AM,07,07:15,07:00,07:00,07:15 AM,07:00 AM,07:00 AM,21
442,07:22,07:22 AM,29,14,7,07 AM,07,07:15,07:00,07:00,07:15 AM,07:00 AM,07:00 AM,22
443,07:23,07:23 AM,29,14,7,07 AM,07,07:15,07:00,07:00,07:15 AM,07:00 AM,07:00 AM,23
444,07:24,07:24 AM,29,14,7,07 AM,07,07:15,07:00,07:00,07:15 AM,07:00 AM,07:00 AM,24
445,07:25,07:25 AM,29,14,7,07 AM,07,07:15,07:00,07:00,07:15 AM,07:00 AM,07:00 AM,25
446,07:26,07:26 AM,29,14,7,07 AM,07,07:15,07:00,07:00,07:15 AM,07:00 AM,07:00 AM,26
447,07:27,07:27 AM,29,14,7,07 AM,07,07:15,07:00,07:00,07:15 AM,07:00 AM,07:00 AM,27
448,07:28,07:28 AM,29,14,7,07 AM,07,07:15,07:00,07:00,07:15 AM,07:00 AM,07:00 AM,28
449,07:29,07:29 AM,29,14,7,07 AM,07,07:15,07:00,07:00,07:15 AM,07:00 AM,07:00 AM,29
450,07:30,07:30 AM,30,15,7,07 AM,07,07:30,07:30,07:00,07:30 AM,07:30 AM,07:00 AM,30
451,07:31,07:31 AM,30,15,7,07 AM,07,07:30,07:30,07:00,07:30 AM,07:30 AM,07:00 AM,31
452,07:32,07:32 AM,30,15,7,07 AM,07,07:30,07:30,07:00,07:30 AM,07:30 AM,07:00 AM,32
